window_id,solution_id,event_index,window_end_time,label
1359598-w001,1359598,230,2026-01-09T08:59:02.728800,0
1359598-w002,1359598,708,2026-01-09T09:03:54.845625,0
1359598-w003,1359598,922,2026-01-09T09:08:46.962450,1
1359598-w004,1359598,1210,2026-01-09T09:13:39.079275,0
1359598-w005,1359598,1404,2026-01-09T09:18:31.196100,0
1428909-w001,1428909,66,2026-03-24T11:54:23.088000,1
1428909-w002,1428909,124,2026-03-24T11:55:20.570250,0
1428909-w003,1428909,125,2026-03-24T11:56:18.052500,1
1428909-w004,1428909,202,2026-03-24T11:57:15.534750,0
1428909-w005,1428909,226,2026-03-24T11:58:13.017000,0
1006107-w001,1006107,163,2025-12-08T18:49:02.694000,1
1006107-w002,1006107,244,2025-12-08T18:53:45.663750,0
1006107-w003,1006107,259,2025-12-08T18:58:28.633500,1
1006107-w004,1006107,269,2025-12-08T19:03:11.603250,1
1006107-w005,1006107,277,2025-12-08T19:07:54.573000,0
1398659-w001,1398659,30,2026-01-10T18:03:40.703600,-1
1398659-w002,1398659,36,2026-01-10T18:06:25.511250,-1
1398659-w003,1398659,42,2026-01-10T18:09:10.318900,-1
1398659-w004,1398659,51,2026-01-10T18:11:55.126550,-1
1398659-w005,1398659,60,2026-01-10T18:14:39.934200,-1
1120829-w001,1120829,72,2025-12-22T20:43:51.080800,0
1120829-w002,1120829,204,2025-12-22T20:47:34.167125,0
1120829-w003,1120829,314,2025-12-22T20:51:17.253450,0
1120829-w004,1120829,442,2025-12-22T20:55:00.339775,0
1120829-w005,1120829,462,2025-12-22T20:58:43.426100,-1
1387343-w001,1387343,21,2026-01-10T00:25:31.232000,-1
1387343-w002,1387343,26,2026-01-10T00:25:44.362700,-1
1387343-w003,1387343,35,2026-01-10T00:25:57.493399999,-1
1387343-w004,1387343,37,2026-01-10T00:26:10.624100,-1
1387343-w005,1387343,64,2026-01-10T00:26:23.754799999,-1
1297782-w001,1297782,22,2026-01-06T19:04:39.088400,-1
1297782-w002,1297782,76,2026-01-06T19:05:16.139750,0
1297782-w003,1297782,131,2026-01-06T19:05:53.191100,0
1297782-w004,1297782,166,2026-01-06T19:06:30.242450,0
1297782-w005,1297782,179,2026-01-06T19:07:07.293800,0
1136332-w001,1136332,101,2025-12-24T09:03:03.520000,0
1136332-w002,1136332,101,2025-12-24T09:05:17.915625,0
1136332-w003,1136332,101,2025-12-24T09:07:32.311250,0
1136332-w004,1136332,101,2025-12-24T09:09:46.706875,0
1136332-w005,1136332,101,2025-12-24T09:12:01.102500,0
1319522-w001,1319522,1,2026-01-07T17:29:49.834600,-1
1319522-w002,1319522,1,2026-01-07T17:32:06.236250,-1
1319522-w003,1319522,1,2026-01-07T17:34:22.637900,-1
1319522-w004,1319522,4,2026-01-07T17:36:39.039550,-1
1319522-w005,1319522,44,2026-01-07T17:38:55.441200,-1
1422860-w001,1422860,2,2026-03-23T11:50:57.609200,-1
1422860-w002,1422860,4,2026-03-23T11:52:24.293000,-1
1422860-w003,1422860,66,2026-03-23T11:53:50.976800,-1
1422860-w004,1422860,68,2026-03-23T11:55:17.660600,-1
1422860-w005,1422860,115,2026-03-23T11:56:44.344400,0
1204347-w001,1204347,240,2025-12-29T20:42:10.992200,0
1204347-w002,1204347,469,2025-12-29T20:44:48.869500,0
1204347-w003,1204347,700,2025-12-29T20:47:26.746800,-1
1204347-w004,1204347,733,2025-12-29T20:50:04.624100,0
1204347-w005,1204347,803,2025-12-29T20:52:42.501400,0
993770-w001,993770,0,2025-12-06T12:12:35.120000,-1
993770-w002,993770,2,2025-12-06T12:17:18.987499999,-1
993770-w003,993770,68,2025-12-06T12:22:02.855000,-1
993770-w004,993770,122,2025-12-06T12:26:46.722499999,-1
993770-w005,993770,159,2025-12-06T12:31:30.589999999,-1
1092863-w001,1092863,13,2025-12-19T17:05:15.126200,-1
1092863-w002,1092863,15,2025-12-19T17:06:29.409500,-1
1092863-w003,1092863,30,2025-12-19T17:07:43.692800,-1
1092863-w004,1092863,135,2025-12-19T17:08:57.976100,-1
1092863-w005,1092863,135,2025-12-19T17:10:12.259400,-1
1299589-w001,1299589,58,2026-01-06T20:23:42.642400,0
1299589-w002,1299589,111,2026-01-06T20:25:33.308374999,0
1299589-w003,1299589,137,2026-01-06T20:27:23.974350,0
1299589-w004,1299589,156,2026-01-06T20:29:14.640324999,0
1299589-w005,1299589,222,2026-01-06T20:31:05.306299999,0
1249728-w001,1249728,106,2026-01-04T08:22:48.066000,-1
1249728-w002,1249728,106,2026-01-04T08:24:55.633125,0
1249728-w003,1249728,106,2026-01-04T08:27:03.200250,0
1249728-w004,1249728,106,2026-01-04T08:29:10.767375,0
1249728-w005,1249728,106,2026-01-04T08:31:18.334500,0
1203968-w001,1203968,62,2025-12-29T20:31:15.666400,-1
1203968-w002,1203968,84,2025-12-29T20:32:22.347000,0
1203968-w003,1203968,172,2025-12-29T20:33:29.027600,0
1203968-w004,1203968,248,2025-12-29T20:34:35.708200,0
1203968-w005,1203968,322,2025-12-29T20:35:42.388799999,0
1090270-w001,1090270,213,2025-12-19T11:02:04.607000,0
1090270-w002,1090270,365,2025-12-19T11:04:29.563875,0
1090270-w003,1090270,461,2025-12-19T11:06:54.520750,-1
1090270-w004,1090270,626,2025-12-19T11:09:19.477625,0
1090270-w005,1090270,630,2025-12-19T11:11:44.434500,0
1132940-w001,1132940,218,2025-12-23T22:27:27.826200,0
1132940-w002,1132940,356,2025-12-23T22:31:28.632500,0
1132940-w003,1132940,402,2025-12-23T22:35:29.438800,0
1132940-w004,1132940,456,2025-12-23T22:39:30.245100,0
1132940-w005,1132940,456,2025-12-23T22:43:31.051400,0
1248218-w001,1248218,6,2026-01-03T23:22:53.020400,-1
1248218-w002,1248218,36,2026-01-03T23:23:22.431250,-1
1248218-w003,1248218,36,2026-01-03T23:23:51.842100,-1
1248218-w004,1248218,36,2026-01-03T23:24:21.252950,-1
1248218-w005,1248218,45,2026-01-03T23:24:50.663800,-1
1055705-w001,1055705,321,2025-12-15T19:25:49.151400,0
1055705-w002,1055705,547,2025-12-15T19:28:50.431625,0
1055705-w003,1055705,756,2025-12-15T19:31:51.711850,0
1055705-w004,1055705,778,2025-12-15T19:34:52.992075,0
1055705-w005,1055705,939,2025-12-15T19:37:54.272299999,0
1049954-w001,1049954,9,2025-12-15T11:22:53.458800,-1
1049954-w002,1049954,154,2025-12-15T11:24:07.061875,0
1049954-w003,1049954,216,2025-12-15T11:25:20.664950,0
1049954-w004,1049954,258,2025-12-15T11:26:34.268025,0
1049954-w005,1049954,345,2025-12-15T11:27:47.871100,-1
1272023-w001,1272023,422,2026-01-05T16:29:15.346200,0
1272023-w002,1272023,483,2026-01-05T16:32:40.661625,0
1272023-w003,1272023,488,2026-01-05T16:36:05.977049999,0
1272023-w004,1272023,508,2026-01-05T16:39:31.292474999,0
1272023-w005,1272023,508,2026-01-05T16:42:56.607899999,0
1052340-w001,1052340,24,2025-12-15T16:50:20.375600,-1
1052340-w002,1052340,62,2025-12-15T16:51:51.216875,0
1052340-w003,1052340,71,2025-12-15T16:53:22.058150,0
1052340-w004,1052340,79,2025-12-15T16:54:52.899425,-1
1052340-w005,1052340,95,2025-12-15T16:56:23.740700,0
1259801-w001,1259801,94,2026-01-04T19:18:55.502800,0
1259801-w002,1259801,151,2026-01-04T19:19:38.652375,0
1259801-w003,1259801,184,2026-01-04T19:20:21.801950,0
1259801-w004,1259801,205,2026-01-04T19:21:04.951524999,0
1259801-w005,1259801,214,2026-01-04T19:21:48.101099999,0
1251138-w001,1251138,123,2026-01-04T08:54:29.521200,0
1251138-w002,1251138,209,2026-01-04T08:55:47.927500,0
1251138-w003,1251138,301,2026-01-04T08:57:06.333799999,0
1251138-w004,1251138,310,2026-01-04T08:58:24.740100,-1
1251138-w005,1251138,318,2026-01-04T08:59:43.146400,-1
1429511-w001,1429511,230,2026-03-24T14:06:01.585800,0
1429511-w002,1429511,445,2026-03-24T14:09:05.360125,0
1429511-w003,1429511,458,2026-03-24T14:12:09.134450,0
1429511-w004,1429511,478,2026-03-24T14:15:12.908775,0
1429511-w005,1429511,478,2026-03-24T14:18:16.683100,0
1166905-w001,1166905,231,2025-12-26T11:16:46.296600,0
1166905-w002,1166905,487,2025-12-26T11:21:42.178375,0
1166905-w003,1166905,488,2025-12-26T11:26:38.060150,0
1166905-w004,1166905,508,2025-12-26T11:31:33.941925,0
1166905-w005,1166905,835,2025-12-26T11:36:29.823700,0
1017474-w001,1017474,79,2025-12-10T08:48:16.067400,0
1017474-w002,1017474,95,2025-12-10T08:49:47.886750,1
1017474-w003,1017474,162,2025-12-10T08:51:19.706100,0
1017474-w004,1017474,223,2025-12-10T08:52:51.525450,0
1017474-w005,1017474,265,2025-12-10T08:54:23.344800,0
1326703-w001,1326703,61,2026-01-07T20:54:39.508200,0
1326703-w002,1326703,77,2026-01-07T20:55:09.567250,0
1326703-w003,1326703,83,2026-01-07T20:55:39.626299999,0
1326703-w004,1326703,106,2026-01-07T20:56:09.685349999,0
1326703-w005,1326703,130,2026-01-07T20:56:39.744399999,0
1380331-w001,1380331,57,2026-01-09T21:21:02.144400,-1
1380331-w002,1380331,58,2026-01-09T21:23:02.639250,0
1380331-w003,1380331,80,2026-01-09T21:25:03.134100,0
1380331-w004,1380331,253,2026-01-09T21:27:03.628950,0
1380331-w005,1380331,393,2026-01-09T21:29:04.123800,0
1070364-w001,1070364,144,2025-12-17T09:15:48.051000,0
1070364-w002,1070364,178,2025-12-17T09:17:37.743625,0
1070364-w003,1070364,178,2025-12-17T09:19:27.436250,0
1070364-w004,1070364,288,2025-12-17T09:21:17.128875,0
1070364-w005,1070364,290,2025-12-17T09:23:06.821500,0
1271224-w001,1271224,143,2026-01-05T16:10:35.908200,1
1271224-w002,1271224,261,2026-01-05T16:14:03.069000,0
1271224-w003,1271224,430,2026-01-05T16:17:30.229800,0
1271224-w004,1271224,504,2026-01-05T16:20:57.390600,-1
1271224-w005,1271224,530,2026-01-05T16:24:24.551400,0
1040795-w001,1040795,104,2025-12-13T18:50:47.103600,0
1040795-w002,1040795,128,2025-12-13T18:52:22.265625,0
1040795-w003,1040795,168,2025-12-13T18:53:57.427650,0
1040795-w004,1040795,226,2025-12-13T18:55:32.589675,0
1040795-w005,1040795,270,2025-12-13T18:57:07.751700,0
1391662-w001,1391662,42,2026-01-10T10:29:13.079800,-1
1391662-w002,1391662,155,2026-01-10T10:32:16.227625,0
1391662-w003,1391662,326,2026-01-10T10:35:19.375450,0
1391662-w004,1391662,496,2026-01-10T10:38:22.523275,0
1391662-w005,1391662,625,2026-01-10T10:41:25.671100,0
1215320-w001,1215320,16,2025-12-30T17:23:50.992400,-1
1215320-w002,1215320,20,2025-12-30T17:25:03.363125,-1
1215320-w003,1215320,20,2025-12-30T17:26:15.733850,-1
1215320-w004,1215320,20,2025-12-30T17:27:28.104575,-1
1215320-w005,1215320,20,2025-12-30T17:28:40.475300,-1
1440765-w001,1440765,22,2026-03-28T11:37:12.985600,-1
1440765-w002,1440765,98,2026-03-28T11:39:45.967625,0
1440765-w003,1440765,236,2026-03-28T11:42:18.949650,0
1440765-w004,1440765,258,2026-03-28T11:44:51.931675,0
1440765-w005,1440765,264,2026-03-28T11:47:24.913700,0
1436269-w001,1436269,163,2026-03-26T13:39:31.209200,0
1436269-w002,1436269,243,2026-03-26T13:40:26.417500,0
1436269-w003,1436269,337,2026-03-26T13:41:21.625800,0
1436269-w004,1436269,421,2026-03-26T13:42:16.834100,0
1436269-w005,1436269,542,2026-03-26T13:43:12.042400,0
1260897-w001,1260897,103,2026-01-04T19:43:14.404400,0
1260897-w002,1260897,181,2026-01-04T19:45:18.601375,0
1260897-w003,1260897,204,2026-01-04T19:47:22.798350,0
1260897-w004,1260897,230,2026-01-04T19:49:26.995325,0
1260897-w005,1260897,281,2026-01-04T19:51:31.192300,0
1415836-w001,1415836,58,2026-02-20T11:48:20.540000,0
1415836-w002,1415836,69,2026-02-20T11:48:30.947750,0
1415836-w003,1415836,93,2026-02-20T11:48:41.355500,0
1415836-w004,1415836,105,2026-02-20T11:48:51.763250,0
1415836-w005,1415836,118,2026-02-20T11:49:02.171000,0
1116414-w001,1116414,25,2025-12-22T16:40:25.891200,-1
1116414-w002,1116414,57,2025-12-22T16:41:13.550000,-1
1116414-w003,1116414,57,2025-12-22T16:42:01.208800,-1
1116414-w004,1116414,57,2025-12-22T16:42:48.867600,-1
1116414-w005,1116414,73,2025-12-22T16:43:36.526400,-1
1036007-w001,1036007,207,2025-12-12T10:00:01.891600,0
1036007-w002,1036007,214,2025-12-12T10:02:16.336750,0
1036007-w003,1036007,214,2025-12-12T10:04:30.781900,0
1036007-w004,1036007,319,2025-12-12T10:06:45.227050,0
1036007-w005,1036007,431,2025-12-12T10:08:59.672200,0
1019177-w001,1019177,161,2025-12-10T10:08:42.780400,0
1019177-w002,1019177,190,2025-12-10T10:12:04.049125,0
1019177-w003,1019177,245,2025-12-10T10:15:25.317850,0
1019177-w004,1019177,319,2025-12-10T10:18:46.586574999,0
1019177-w005,1019177,488,2025-12-10T10:22:07.855299999,-1
1142006-w001,1142006,81,2025-12-24T17:45:29.281400,0
1142006-w002,1142006,157,2025-12-24T17:47:10.526250,0
1142006-w003,1142006,221,2025-12-24T17:48:51.771100,0
1142006-w004,1142006,391,2025-12-24T17:50:33.015950,0
1142006-w005,1142006,450,2025-12-24T17:52:14.260800,-1
1212504-w001,1212504,1,2025-12-30T14:44:39.827000,-1
1212504-w002,1212504,10,2025-12-30T14:47:35.916375,-1
1212504-w003,1212504,12,2025-12-30T14:50:32.005750,-1
1212504-w004,1212504,12,2025-12-30T14:53:28.095125,-1
1212504-w005,1212504,53,2025-12-30T14:56:24.184500,-1
1041521-w001,1041521,71,2025-12-13T20:16:00.762800,0
1041521-w002,1041521,276,2025-12-13T20:19:13.813874999,0
1041521-w003,1041521,522,2025-12-13T20:22:26.864949999,-1
1041521-w004,1041521,529,2025-12-13T20:25:39.916025,0
1041521-w005,1041521,681,2025-12-13T20:28:52.967099999,0
1146055-w001,1146055,147,2025-12-25T10:10:42.911600,0
1146055-w002,1146055,239,2025-12-25T10:11:45.488625,0
1146055-w003,1146055,249,2025-12-25T10:12:48.065650,0
1146055-w004,1146055,271,2025-12-25T10:13:50.642675,0
1146055-w005,1146055,271,2025-12-25T10:14:53.219700,0
1055076-w001,1055076,39,2025-12-15T19:20:51.665800,-1
1055076-w002,1055076,110,2025-12-15T19:22:23.059375,0
1055076-w003,1055076,185,2025-12-15T19:23:54.452950,0
1055076-w004,1055076,305,2025-12-15T19:25:25.846525,0
1055076-w005,1055076,310,2025-12-15T19:26:57.240100,0
1272188-w001,1272188,184,2026-01-05T16:36:35.553400,0
1272188-w002,1272188,318,2026-01-05T16:39:09.053250,0
1272188-w003,1272188,337,2026-01-05T16:41:42.553100,0
1272188-w004,1272188,360,2026-01-05T16:44:16.052950,0
1272188-w005,1272188,380,2026-01-05T16:46:49.552800,0
1204075-w001,1204075,112,2025-12-29T20:31:27.234999999,0
1204075-w002,1204075,135,2025-12-29T20:33:10.733500,1
1204075-w003,1204075,167,2025-12-29T20:34:54.232000,0
1204075-w004,1204075,249,2025-12-29T20:36:37.730500,0
1204075-w005,1204075,325,2025-12-29T20:38:21.229000,0
1322502-w001,1322502,162,2026-01-07T19:10:12.139800,0
1322502-w002,1322502,286,2026-01-07T19:13:13.180625,0
1322502-w003,1322502,294,2026-01-07T19:16:14.221450,0
1322502-w004,1322502,304,2026-01-07T19:19:15.262275,-1
1322502-w005,1322502,550,2026-01-07T19:22:16.303100,0
1461898-w001,1461898,59,2026-05-26T00:08:01.741999999,-1
1461898-w002,1461898,81,2026-05-26T00:09:42.552499999,-1
1461898-w003,1461898,150,2026-05-26T00:11:23.363000,0
1461898-w004,1461898,202,2026-05-26T00:13:04.173499999,-1
1461898-w005,1461898,232,2026-05-26T00:14:44.983999999,-1
1262853-w001,1262853,156,2026-01-04T20:19:58.787200,-1
1262853-w002,1262853,156,2026-01-04T20:24:34.346750,-1
1262853-w003,1262853,157,2026-01-04T20:29:09.906299999,-1
1262853-w004,1262853,259,2026-01-04T20:33:45.465850,-1
1262853-w005,1262853,351,2026-01-04T20:38:21.025400,0
1095283-w001,1095283,152,2025-12-19T21:39:19.417200,0
1095283-w002,1095283,272,2025-12-19T21:42:02.785999999,0
1095283-w003,1095283,331,2025-12-19T21:44:46.154800,0
1095283-w004,1095283,442,2025-12-19T21:47:29.523600,0
1095283-w005,1095283,516,2025-12-19T21:50:12.892399999,0
1266095-w001,1266095,83,2026-01-05T09:55:06.653600,0
1266095-w002,1266095,106,2026-01-05T09:55:47.491250,0
1266095-w003,1266095,153,2026-01-05T09:56:28.328900,0
1266095-w004,1266095,195,2026-01-05T09:57:09.166550,0
1266095-w005,1266095,244,2026-01-05T09:57:50.004200,0
1257843-w001,1257843,57,2026-01-04T17:20:56.166600,-1
1257843-w002,1257843,112,2026-01-04T17:22:18.147625,0
1257843-w003,1257843,112,2026-01-04T17:23:40.128650,0
1257843-w004,1257843,141,2026-01-04T17:25:02.109675,0
1257843-w005,1257843,141,2026-01-04T17:26:24.090700,0
1128484-w001,1128484,10,2025-12-23T18:24:11.854200,-1
1128484-w002,1128484,15,2025-12-23T18:26:17.295250,-1
1128484-w003,1128484,15,2025-12-23T18:28:22.736300,-1
1128484-w004,1128484,15,2025-12-23T18:30:28.177350,-1
1128484-w005,1128484,18,2025-12-23T18:32:33.618400,-1
1169124-w001,1169124,108,2025-12-26T15:06:33.623600,0
1169124-w002,1169124,173,2025-12-26T15:07:53.661250,0
1169124-w003,1169124,233,2025-12-26T15:09:13.698900,0
1169124-w004,1169124,295,2025-12-26T15:10:33.736550,0
1169124-w005,1169124,319,2025-12-26T15:11:53.774200,0
1036995-w001,1036995,32,2025-12-12T12:37:46.801200,-1
1036995-w002,1036995,64,2025-12-12T12:38:27.025125,0
1036995-w003,1036995,81,2025-12-12T12:39:07.249050,0
1036995-w004,1036995,100,2025-12-12T12:39:47.472975,0
1036995-w005,1036995,126,2025-12-12T12:40:27.696900,0
1432485-w001,1432485,258,2026-03-25T10:35:36.395600,0
1432485-w002,1432485,601,2026-03-25T10:39:09.708000,0
1432485-w003,1432485,818,2026-03-25T10:42:43.020400,0
1432485-w004,1432485,824,2026-03-25T10:46:16.332800,0
1432485-w005,1432485,853,2026-03-25T10:49:49.645200,0
1461241-w001,1461241,0,2026-05-20T13:18:54.679400,-1
1461241-w002,1461241,0,2026-05-20T13:24:00.678625,-1
1461241-w003,1461241,0,2026-05-20T13:29:06.677849999,-1
1461241-w004,1461241,142,2026-05-20T13:34:12.677075,0
1461241-w005,1461241,470,2026-05-20T13:39:18.676300,0
1101613-w001,1101613,130,2025-12-20T17:01:10.256800,0
1101613-w002,1101613,176,2025-12-20T17:03:13.313124999,0
1101613-w003,1101613,193,2025-12-20T17:05:16.369449999,0
1101613-w004,1101613,237,2025-12-20T17:07:19.425774999,1
1101613-w005,1101613,271,2025-12-20T17:09:22.482100,0
1378928-w001,1378928,97,2026-01-09T20:59:30.899600,0
1378928-w002,1378928,223,2026-01-09T21:01:06.640000,0
1378928-w003,1378928,855,2026-01-09T21:02:42.380400,0
1378928-w004,1378928,961,2026-01-09T21:04:18.120799999,0
1378928-w005,1378928,1032,2026-01-09T21:05:53.861199999,0
1154760-w001,1154760,132,2025-12-25T16:10:14.133200,0
1154760-w002,1154760,132,2025-12-25T16:14:34.665500,0
1154760-w003,1154760,188,2025-12-25T16:18:55.197800,0
1154760-w004,1154760,263,2025-12-25T16:23:15.730099999,0
1154760-w005,1154760,316,2025-12-25T16:27:36.262400,0
1095935-w001,1095935,12,2025-12-19T22:57:16.670999999,-1
1095935-w002,1095935,13,2025-12-19T22:59:10.273125,-1
1095935-w003,1095935,20,2025-12-19T23:01:03.875250,-1
1095935-w004,1095935,25,2025-12-19T23:02:57.477375,-1
1095935-w005,1095935,61,2025-12-19T23:04:51.079500,0
1328801-w001,1328801,165,2026-01-07T22:09:39.500200,0
1328801-w002,1328801,249,2026-01-07T22:10:48.611375,0
1328801-w003,1328801,291,2026-01-07T22:11:57.722550,0
1328801-w004,1328801,331,2026-01-07T22:13:06.833725,0
1328801-w005,1328801,334,2026-01-07T22:14:15.944900,0
1271708-w001,1271708,186,2026-01-05T16:22:47.963600,0
1271708-w002,1271708,452,2026-01-05T16:25:58.744750,0
1271708-w003,1271708,475,2026-01-05T16:29:09.525900,0
1271708-w004,1271708,626,2026-01-05T16:32:20.307050,0
1271708-w005,1271708,701,2026-01-05T16:35:31.088200,0
1171120-w001,1171120,138,2025-12-26T19:50:00.569200,0
1171120-w002,1171120,193,2025-12-26T19:51:33.994000,0
1171120-w003,1171120,221,2025-12-26T19:53:07.418800,0
1171120-w004,1171120,276,2025-12-26T19:54:40.843600,-1
1171120-w005,1171120,278,2025-12-26T19:56:14.268400,0
1395045-w001,1395045,44,2026-01-10T11:45:09.677800,0
1395045-w002,1395045,157,2026-01-10T11:45:53.364625,0
1395045-w003,1395045,180,2026-01-10T11:46:37.051449999,0
1395045-w004,1395045,220,2026-01-10T11:47:20.738275,0
1395045-w005,1395045,236,2026-01-10T11:48:04.425100,0
1135851-w001,1135851,299,2025-12-24T08:43:50.049000,0
1135851-w002,1135851,391,2025-12-24T08:47:16.408125,0
1135851-w003,1135851,471,2025-12-24T08:50:42.767250,0
1135851-w004,1135851,686,2025-12-24T08:54:09.126375,0
1135851-w005,1135851,899,2025-12-24T08:57:35.485500,0
1239234-w001,1239234,241,2026-01-02T22:24:28.064000,0
1239234-w002,1239234,355,2026-01-02T22:27:44.885625,0
1239234-w003,1239234,436,2026-01-02T22:31:01.707250,0
1239234-w004,1239234,491,2026-01-02T22:34:18.528875,0
1239234-w005,1239234,505,2026-01-02T22:37:35.350500,0
1025438-w001,1025438,114,2025-12-11T14:03:17.473800,0
1025438-w002,1025438,207,2025-12-11T14:06:51.645625,0
1025438-w003,1025438,350,2025-12-11T14:10:25.817450,0
1025438-w004,1025438,403,2025-12-11T14:13:59.989274999,0
1025438-w005,1025438,494,2025-12-11T14:17:34.161100,0
1142884-w001,1142884,91,2025-12-24T19:34:24.192000,0
1142884-w002,1142884,126,2025-12-24T19:35:31.079625,1
1142884-w003,1142884,173,2025-12-24T19:36:37.967250,0
1142884-w004,1142884,228,2025-12-24T19:37:44.854874999,0
1142884-w005,1142884,300,2025-12-24T19:38:51.742500,0
1010242-w001,1010242,69,2025-12-08T22:07:08.401600,0
1010242-w002,1010242,140,2025-12-08T22:11:49.988500,0
1010242-w003,1010242,140,2025-12-08T22:16:31.575400,0
1010242-w004,1010242,140,2025-12-08T22:21:13.162300,0
1010242-w005,1010242,388,2025-12-08T22:25:54.749200,0
