window_id,solution_id,event_index,window_end_time,problem_id,judge,duration_s,total_keys,key_summary,code_replay,keys_5s,text_keys_5s,modifier_keys_5s,clipboard_ops_5s,activity_type_5s,pause_count_5s,pause_total_5s,pause_p90_5s,backspace_5s,enter_5s,control_5s,row_changes_5s,column_changes_5s,keys_10s,text_keys_10s,modifier_keys_10s,clipboard_ops_10s,activity_type_10s,pause_count_10s,pause_total_10s,pause_p90_10s,backspace_10s,enter_10s,control_10s,row_changes_10s,column_changes_10s,keys_30s,text_keys_30s,modifier_keys_30s,clipboard_ops_30s,activity_type_30s,pause_count_30s,pause_total_30s,pause_p90_30s,backspace_30s,enter_30s,control_30s,row_changes_30s,column_changes_30s,keys_60s,text_keys_60s,modifier_keys_60s,clipboard_ops_60s,activity_type_60s,pause_count_60s,pause_total_60s,pause_p90_60s,backspace_60s,enter_60s,control_60s,row_changes_60s,column_changes_60s,keys_120s,text_keys_120s,modifier_keys_120s,clipboard_ops_120s,activity_type_120s,pause_count_120s,pause_total_120s,pause_p90_120s,backspace_120s,enter_120s,control_120s,row_changes_120s,column_changes_120s,current_idle_s,submitted_code
1006107-w001,1006107,163,2025-12-08T18:49:02.694000,1516,WA,1617.0,282,"Shift -> # -> i -> n -> c -> l -> u -> d -> e ->   -> Shift -> > -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Enter -> Shift -> { -> Enter -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> Shift -> O -> E -> F -> Shift -> Enter -> [ -> Enterx2 -> Shift -> { -> Enterx2 -> i -> n -> t ->   -> n -> ; -> f -> o -> r -> Shift -> ( -> i -> t ->   -> n","#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    {

        for(int i=1;i<= ;i++
        {
            for(int j=1;j<i;j++
            {
",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,9,6,3,0,持续输入,1,3.562,1.86,0,2,0,1,5,28,23,5,0,持续输入,6,52.887,4.47,0,2,0,1,21,53.968,
1006107-w002,1006107,244,2025-12-08T18:53:45.663750,1516,WA,1617.0,282,"Shift -> # -> i -> n -> c -> l -> u -> d -> e ->   -> Shift -> > -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Enter -> Shift -> { -> Enter -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> Shift -> O -> E -> F -> Shift -> Enter -> [ -> Enterx2 -> Shift -> { -> Enterx2 -> i -> n -> t ->   -> n -> ; -> f -> o -> r -> Shift -> ( -> i -> t ->   -> n","#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {
            for(int j=n/2<n;j++
            {
                if
                  ((i+j %i*j==0
                {
                    count++;



        printf(""%d ,count ;",1,1,0,0,持续输入,0,0.0,0.0,0,0,0,0,0,7,7,0,0,持续输入,0,0.0,1.349,0,0,0,0,6,23,20,3,0,持续输入,1,9.945,1.946,0,1,0,2,18,57,43,14,0,持续输入,4,17.935,1.941,0,3,0,4,44,79,64,15,0,持续输入,10,64.043,2.62,0,4,0,8,64,4.395,
1006107-w003,1006107,259,2025-12-08T18:58:28.633500,1516,WA,1617.0,282,"Shift -> > -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Enter -> Shift -> { -> Enter -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> Shift -> O -> E -> F -> Shift -> Enter -> [ -> Enterx2 -> Shift -> { -> Enterx2 -> i -> n -> t ->   -> n -> ; -> f -> o -> r -> Shift -> ( -> i -> t ->   -> n -> i -> = -> 0 -> ; -> i -> Shiftx11 -> < -> n -> 1 -> =","#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {             =
            for(int j=n/2<n;j++
            {
                if
                  ((i+j %(*+=)0
                {
                    count++;



        printf(""%d\ncount ;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,6,4,2,0,持续输入,2,10.672,5.691,0,0,0,1,3,11,7,4,0,持续输入,5,55.449,15.845,0,0,0,3,6,39.033,
1006107-w004,1006107,269,2025-12-08T19:03:11.603250,1516,WA,1617.0,282,"h -> Shift -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Enter -> Shift -> { -> Enter -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> Shift -> O -> E -> F -> Shift -> Enter -> [ -> Enterx2 -> Shift -> { -> Enterx2 -> i -> n -> t ->   -> n -> ; -> f -> o -> r -> Shift -> ( -> i -> t ->   -> n -> i -> = -> 0 -> ; -> i -> Shiftx11 -> < -> n -> 1 -> = -> ; -> i -> Shiftx2 -> +x2 -> Enter -> Shift -> Enter -> Shift -> Enter -> Shift","#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {             = /2
            for(int j=n/2<n;j++
            {        =n/2   =
                if
                  ((i+j %(**=)0
                {
                    count++;



        printf(""%d\ncount ;",2,1,1,0,修饰键占多数,0,0.0,0.237,0,0,0,0,0,2,1,1,0,修饰键占多数,0,0.0,0.237,0,0,0,0,0,3,2,1,0,持续输入,1,16.848,15.187,0,0,0,1,1,3,2,1,0,持续输入,1,16.848,15.187,0,0,0,1,1,6,5,1,0,持续输入,2,87.745,49.277,0,0,0,1,4,4.223,
1006107-w005,1006107,277,2025-12-08T19:07:54.573000,1516,WA,1617.0,282,"m -> a -> i -> n -> Shift -> ( -> Enter -> Shift -> { -> Enter -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> Shift -> O -> E -> F -> Shift -> Enter -> [ -> Enterx2 -> Shift -> { -> Enterx2 -> i -> n -> t ->   -> n -> ; -> f -> o -> r -> Shift -> ( -> i -> t ->   -> n -> i -> = -> 0 -> ; -> i -> Shiftx11 -> < -> n -> 1 -> = -> ; -> i -> Shiftx2 -> +x2 -> Enter -> Shift -> Enter -> Shift -> Enter -> Shift -> { -> Enter -> f -> o -> r -> Shift -> ( -> i","#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {             = /2
            for(int j=n/2<n;j++
            {        =n/2   =
                if
                  ((i+* %(**+)0)
                {
                    count++;



        printf(""%d\ncount ;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,241.62,
1398659-w001,1398659,30,2026-01-10T18:03:40.703600,2277,CE,941.8,99,Control -> v -> Controlx5 -> v -> Controlx7 -> v -> Control -> v -> Controlx6 -> c -> Controlx4 -> v -> Control,"v















































 c",6,1,5,1,剪贴板操作,1,3.296,2.179,0,0,5,0,0,6,1,5,1,剪贴板操作,1,3.296,2.179,0,0,5,0,0,13,2,11,2,剪贴板操作,2,17.34,3.017,0,0,11,1,1,15,3,12,3,剪贴板操作,3,52.489,10.82,0,0,12,2,2,15,3,12,3,剪贴板操作,3,52.489,10.82,0,0,12,2,2,1.083,
1398659-w002,1398659,36,2026-01-10T18:06:25.511250,2277,CE,941.8,99,Control -> v -> Controlx5 -> v -> Controlx7 -> v -> Control -> v -> Controlx6 -> c -> Controlx4 -> v -> Control -> v -> Controlx2 -> vx2 -> Control,"v















































 c",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,5,2,3,1,修饰键占多数,1,4.293,3.156,0,0,3,0,0,104.841,
1398659-w003,1398659,42,2026-01-10T18:09:10.318900,2277,CE,941.8,99,Control -> v -> Controlx5 -> v -> Controlx7 -> v -> Control -> v -> Controlx6 -> c -> Controlx4 -> v -> Control -> v -> Controlx2 -> vx2 -> Controlx2 -> v -> Controlx3 -> c,"v


















 c




























 c",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,4,1,3,1,剪贴板操作,0,0.0,0.032,0,0,3,0,0,115.778,
1398659-w004,1398659,51,2026-01-10T18:11:55.126550,2277,CE,941.8,99,Control -> v -> Controlx5 -> v -> Controlx7 -> v -> Control -> v -> Controlx6 -> c -> Controlx4 -> v -> Control -> v -> Controlx2 -> vx2 -> Controlx2 -> v -> Controlx3 -> c -> Controlx3 -> v -> Control -> v -> Control -> v -> Control,"v


















 c




























 c",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,9,3,6,3,剪贴板操作,2,23.931,8.965,0,0,6,0,0,66.337,
1398659-w005,1398659,60,2026-01-10T18:14:39.934200,2277,CE,941.8,99,Control -> v -> Controlx5 -> v -> Controlx7 -> v -> Control -> v -> Controlx6 -> c -> Controlx4 -> v -> Control -> v -> Controlx2 -> vx2 -> Controlx2 -> v -> Controlx3 -> c -> Controlx3 -> v -> Control -> v -> Control -> v -> Controlx7 -> v -> Control -> v,"v


















 c




























 c",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,2,1,1,1,剪贴板操作,0,0.0,0.39,0,0,1,0,0,98.657,
1120829-w001,1120829,72,2025-12-22T20:43:51.080800,1323,MLE,1273.9,494,o -> r -> Shift -> ( -> f -> Shiftx2 -> # -> n -> i -> c -> l -> u -> d -> e -> Shift -> < -> > -> s -> t -> d -> i -> o -> . -> h -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Shift -> { -> Enterx4 -> r -> u -> t -> e -> n -> r ->   -> t -> u -> r -> n ->   -> ; -> 0 -> n -> t ->   -> ix2 -> n -> t ->   -> n -> u -> m -> [ -> 1x2 -> 0 -> ; -> Enter,"#include<stdio.h
int main( {
    int num[110 ;


    return 0;",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,184.957,
1120829-w002,1120829,204,2025-12-22T20:47:34.167125,1323,MLE,1273.9,494,o -> r -> Shift -> ( -> f -> Shiftx2 -> # -> n -> i -> c -> l -> u -> d -> e -> Shift -> < -> > -> s -> t -> d -> i -> o -> . -> h -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Shift -> { -> Enterx4 -> r -> u -> t -> e -> n -> r ->   -> t -> u -> r -> n ->   -> ; -> 0 -> n -> t ->   -> ix2 -> n -> t ->   -> n -> u -> m -> [ -> 1x2 -> 0 -> ; -> Enter -> Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert -> f -> r -> Enter -> = -> Shift -> { -> 0 -> Shiftx6 -> } -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> Enter -> i -> n ->   -> tx2,"#include<stdio.h
int main( {
    int num[110 ={0}
 r  int ying[3 ={2,3,6 ;
            i=0;i<3;i++ {
    retufor(int j=1;j*ying[i  110;j++ {
            if(num[i*ying",6,6,0,0,持续输入,0,0.0,1.201,0,0,0,0,5,9,9,0,0,持续输入,1,3.644,2.042,0,0,0,0,8,20,18,2,0,持续输入,3,13.794,2.45,0,1,0,1,17,37,35,2,0,持续输入,8,41.095,4.139,0,1,0,1,33,80,74,6,0,持续输入,16,81.275,3.469,0,2,0,3,71,1.392,
1120829-w003,1120829,314,2025-12-22T20:51:17.253450,1323,MLE,1273.9,494,"u -> m -> [ -> 1x2 -> 0 -> ; -> Enter -> Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert -> f -> r -> Enter -> = -> Shift -> { -> 0 -> Shiftx6 -> } -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> Enter -> i -> n ->   -> tx2 ->   -> y -> i -> n -> g ->   -> [ -> 3 -> = -> Shift -> { -> } -> 2 -> , -> 3 -> 6 -> , -> 6 -> ; -> i -> = -> 0 -> ; -> i -> Shift -> < -> 3 -> ; -> i -> +x2 -> Shift -> { -> Enter -> o -> f -> r -> 0 -> f -> r -> ox2 -> r -> Shift -> ( -> i -> n -> t ->   -> j -> = -> 1 -> ; -> j -> Shift -> < -> * -> n -> u -> y -> i -> n","#include<stdio.h
int main( {
    int num[110 ={0}
 r  int ying[3 ={2,3,6 ;
            i=0;i<3;i++ {
    retufor(int j=1;j*ying[i  110;j++ {
            if(num[i*ying ==1  continue;
            else{(
                num[i*ying ==1;




    int a,b;
    while(scanf(""%d d ,&a, b !=EOF {
        ffr",4,4,0,0,持续输入,0,0.0,1.531,0,0,0,0,3,4,4,0,0,持续输入,0,0.0,1.531,0,0,0,0,3,32,19,13,0,持续输入,2,13.868,1.791,0,1,0,1,19,67,50,17,0,持续输入,4,18.259,1.653,0,2,0,2,49,72,55,17,0,持续输入,8,81.955,2.056,0,3,0,4,53,0.089,
1120829-w004,1120829,442,2025-12-22T20:55:00.339775,1323,MLE,1273.9,494,"u -> [ -> m -> 1x2 -> 0 -> i -> * -> y -> i -> n -> g -> =x2 -> 1 ->   -> o -> n -> c -> t -> n -> u -> i -> e -> ; -> Enter -> l -> s -> ex2 ->   -> Shift -> ( -> Shiftx3 -> { -> Enter -> n -> u -> m -> [ -> i -> * -> y -> i -> n -> g -> Control -> Insert -> =x2 -> 1 -> ; -> Enter -> f -> o -> r -> Shift -> ( -> i -> n ->   -> t -> a -> , -> b -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> %x2 -> dx2 -> , -> Shift -> &x2 -> a -> , -> b -> Shiftx4 -> 1 -> = -> Shiftx2 -> ! -> = -> Shiftx4 -> E -> o -> Shift -> O -> F -> Shift","#include<stdio.h
int main( {
    int num[110 ={0}
 r  int ying[3 ={2,3,6 ;
            i=0;i<3;i++ {
    retufor(int j=1;j*ying[i  110;j++ {
            if(num[j*ying[i=1  continue;
            else{(
                num[j*ying[i=0;




    int a,b;
    while(scanf(""%d d ,&a, b !=EOF {
        int count=0;
        for(int i=a;i<=b;i++ {
            if(num[i ==0  count++
            elr
        printf(""%d\n ,count ;
",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,4,4,0,0,持续输入,0,0.0,0.923,0,0,0,0,0,8,8,0,0,持续输入,3,29.114,11.474,0,0,0,1,4,11,11,0,0,持续输入,5,37.842,9.898,0,0,0,1,6,26.601,
1120829-w005,1120829,462,2025-12-22T20:58:43.426100,1323,MLE,1273.9,494,"n -> u -> i -> e -> ; -> Enter -> l -> s -> ex2 ->   -> Shift -> ( -> Shiftx3 -> { -> Enter -> n -> u -> m -> [ -> i -> * -> y -> i -> n -> g -> Control -> Insert -> =x2 -> 1 -> ; -> Enter -> f -> o -> r -> Shift -> ( -> i -> n ->   -> t -> a -> , -> b -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> %x2 -> dx2 -> , -> Shift -> &x2 -> a -> , -> b -> Shiftx4 -> 1 -> = -> Shiftx2 -> ! -> = -> Shiftx4 -> E -> o -> Shift -> O -> F -> Shift -> { -> Enter -> o -> f -> r -> f -> r -> o -> i -> t ->   -> n -> c -> o -> u -> n -> t -> =","#include<stdio.h
int main( {
    int num[110 ={num[0]=1,   ;
 r  int ying[3 ={2,3,6 ;
            i20;i<3;i++ {
    retufor(int j=2;j*ying[i  110;j++ {
            if(num[j*ying[i=1 =co9tinue;
            else{(
                num[j*ying[i=0;




    int a,b;
    while(scanf(""%d d ,&a, b !=EOF {
        int count=0;
        for(int i=a;i<=b;i++ {
            if(num[i ==0  count++
            elr
        printf(""%d\n ,count ;



 c",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,2,2,0,0,持续输入,1,5.792,5.792,0,0,0,0,1,2,2,0,0,持续输入,1,5.792,5.792,0,0,0,0,1,8,6,2,0,持续输入,6,102.787,42.642,0,1,1,3,6,10.169,
1387343-w001,1387343,21,2026-01-10T00:25:31.232000,1154,WA,91.7,74,Control -> = -> Control -> c -> Control -> c -> Shiftx14 -> ) -> ;,"








                                          );
                          c



                        c


 =",1,1,0,0,持续输入,0,0.0,0.0,0,0,0,0,0,16,2,14,0,修饰键占多数,1,2.779,0.274,0,0,0,0,1,22,5,17,2,修饰键占多数,4,25.227,4.91,0,0,3,4,5,22,5,17,2,修饰键占多数,4,25.227,4.91,0,0,3,4,5,22,5,17,2,修饰键占多数,4,25.227,4.91,0,0,3,4,5,2.609,
1387343-w002,1387343,26,2026-01-10T00:25:44.362700,1154,WA,91.7,74,Control -> = -> Control -> c -> Control -> c -> Shiftx14 -> ) -> ; -> c -> Controlx2 -> c -> l,"


    l
             c


                                           c

                                          );
                          c



                        c


 =",1,1,0,0,持续输入,0,0.0,0.0,0,0,0,0,0,3,2,1,1,持续输入,1,5.326,4.794,0,0,1,1,1,23,6,17,2,修饰键占多数,5,25.648,5.145,0,0,3,4,4,27,8,19,3,修饰键占多数,7,40.118,5.687,0,0,5,7,7,27,8,19,3,修饰键占多数,7,40.118,5.687,0,0,5,7,7,0.05,
1387343-w003,1387343,35,2026-01-10T00:25:57.493399999,1154,WA,91.7,74,Control -> = -> Control -> c -> Control -> c -> Shiftx14 -> ) -> ; -> c -> Controlx2 -> c -> l -> o -> g -> n ->   -> l -> o -> n -> g ->  ,"


    long long
             c


                                           c

                                          );
                          c



                        c


 =",0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,0,0,0,0,低活动,0,0.0,0.0,0,0,0,0,0,15,13,2,1,持续输入,3,14.891,4.783,0,0,2,3,11,36,17,19,3,修饰键占多数,7,40.118,5.16,0,0,5,7,16,36,17,19,3,修饰键占多数,7,40.118,5.16,0,0,5,7,16,10.039,
1387343-w004,1387343,37,2026-01-10T00:26:10.624100,1154,WA,91.7,74,Control -> = -> Control -> c -> Control -> c -> Shiftx14 -> ) -> ; -> c -> Controlx2 -> c -> l -> o -> g -> n ->   -> l -> o -> n -> g ->   -> Shift -> {,"


    long long
             c
                     {

                                           c

                                          );
                          c



                        c


 =",2,1,1,0,修饰键占多数,0,0.0,0.16,0,0,0,0,0,2,1,1,0,修饰键占多数,0,0.0,0.16,0,0,0,0,0,12,11,1,0,持续输入,1,18.66,0.787,0,0,0,1,10,36,17,19,3,修饰键占多数,7,49.218,5.16,0,0,4,6,15,38,18,20,3,修饰键占多数,8,58.778,5.615,0,0,5,8,17,4.35,
1387343-w005,1387343,64,2026-01-10T00:26:23.754799999,1154,WA,91.7,74,Control -> = -> Control -> c -> Control -> c -> Shiftx14 -> ) -> ; -> c -> Controlx2 -> c -> l -> o -> g -> n ->   -> l -> o -> n -> g ->   -> Shift -> { -> Control -> a -> Controlx16 -> a -> Controlx7 -> v,"v


    long long
             c
                     {a

                                           c

                                          );
                          c



                        c


 =",24,2,22,1,修饰键占多数,1,2.271,0.356,0,0,22,2,2,27,3,24,1,修饰键占多数,2,4.545,0.93,0,0,24,2,2,29,4,25,1,修饰键占多数,3,14.681,1.677,0,0,24,2,3,59,18,41,2,修饰键占多数,8,51.011,2.426,0,0,26,6,16,65,21,44,4,修饰键占多数,11,73.459,4.492,0,0,29,10,20,0.02,
1297782-w001,1297782,22,2026-01-06T19:04:39.088400,1581,AC,211.7,216,Shift -> # -> i -> n -> c -> u -> l -> d -> e -> Shift -> s -> < -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n,"#include<stdio.h>
in",2,2,0,0,持续输入,0,0.0,0.199,0,0,0,0,1,2,2,0,0,持续输入,0,0.0,0.199,0,0,0,0,1,21,19,2,0,持续输入,1,7.012,0.543,0,1,0,1,19,23,20,3,0,持续输入,2,34.353,0.603,0,1,0,1,20,23,20,3,0,持续输入,2,34.353,0.603,0,1,0,1,20,2.912,
1297782-w002,1297782,76,2026-01-06T19:05:16.139750,1581,AC,211.7,216,"Shift -> # -> i -> n -> c -> u -> l -> d -> e -> Shift -> s -> < -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> i -> n -> t ->   -> g -> c -> d -> Shift -> ( -> n -> i -> t ->   -> a -> , -> n -> i -> t ->   -> b -> Shift -> { -> Enterx2 -> n -> t ->   -> i -> m -> a -> i -> n -> Shift -> ( -> Shift -> { -> Enterx2 -> r -> e -> t ->   -> 0 -> ; -> i -> n -> t ->  x2 -> t -> e -> m -> p -> =","#include<stdio.h>
int gcd(int a,int b {
    int temp=

int main( {

    ret    0;",10,10,0,0,持续输入,0,0.0,1.022,0,0,0,0,8,10,10,0,0,持续输入,0,0.0,1.022,0,0,0,0,8,45,42,3,0,持续输入,2,14.214,1.112,0,4,0,5,38,75,69,6,0,持续输入,4,26.86,1.112,0,5,0,6,66,77,70,7,0,持续输入,5,54.201,1.207,0,5,0,6,67,0.356,
1297782-w003,1297782,131,2026-01-06T19:05:53.191100,1581,AC,211.7,216,"Shift -> # -> i -> n -> c -> u -> l -> d -> e -> Shift -> s -> < -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> i -> n -> t ->   -> g -> c -> d -> Shift -> ( -> n -> i -> t ->   -> a -> , -> n -> i -> t ->   -> b -> Shift -> { -> Enterx2 -> n -> t ->   -> i -> m -> a -> i -> n -> Shift -> ( -> Shift -> { -> Enterx2 -> r -> e -> t ->   -> 0 -> ; -> i -> n -> t ->  x2 -> t -> e -> m -> p -> = -> a -> Shift -> % -> b -> Enter -> ; -> a -> = -> b -> ; -> Enter -> b -> = -> t -> e -> ; -> Enter -> r -> e ->   -> a -> ; -> i -> t ->   -> n","#include<stdio.h>
int gcd(int a,int b {
    int temp=a%b;
    a=b;
int b=te( ;
    re     a;
    ret    0;

    int a,b;
    scanf(""%d%d ,&a,&b",12,9,3,0,持续输入,1,2.012,0.389,0,0,0,0,8,21,15,6,0,持续输入,1,2.012,0.883,0,0,0,0,14,49,43,6,0,持续输入,3,6.434,1.401,0,3,0,4,41,86,77,9,0,持续输入,6,21.408,1.634,0,7,0,9,72,132,118,14,0,持续输入,10,66.009,1.573,0,9,0,11,114,0.613,
1297782-w004,1297782,166,2026-01-06T19:06:30.242450,1581,AC,211.7,216,"Shift -> # -> i -> n -> c -> u -> l -> d -> e -> Shift -> s -> < -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> i -> n -> t ->   -> g -> c -> d -> Shift -> ( -> n -> i -> t ->   -> a -> , -> n -> i -> t ->   -> b -> Shift -> { -> Enterx2 -> n -> t ->   -> i -> m -> a -> i -> n -> Shift -> ( -> Shift -> { -> Enterx2 -> r -> e -> t ->   -> 0 -> ; -> i -> n -> t ->  x2 -> t -> e -> m -> p -> = -> a -> Shift -> % -> b -> Enter -> ; -> a -> = -> b -> ; -> Enter -> b -> = -> t -> e -> ; -> Enter -> r -> e ->   -> a -> ; -> i -> t ->   -> n","#include<stdio.h>
int gcd(int a,int b {
    int temp=a%b;
    a=b;
int b=te( ;
    re     b;
    ret    0;

    int a,b;
    scanf(""%d%d ,&a,&b ;
    int awn=g  (a,b ;
    pr    (""%d\n ,a   ;",1,1,0,0,持续输入,0,0.0,0.0,0,0,0,0,0,1,1,0,0,持续输入,0,0.0,0.0,0,0,0,0,0,27,23,4,0,持续输入,1,12.168,1.227,0,1,0,2,23,75,65,10,0,持续输入,3,16.454,1.275,0,4,0,6,62,146,131,15,0,持续输入,9,43.824,1.547,0,10,0,13,125,3.132,
1297782-w005,1297782,179,2026-01-06T19:07:07.293800,1581,AC,211.7,216,"Shift -> # -> i -> n -> c -> u -> l -> d -> e -> Shift -> s -> < -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> i -> n -> t ->   -> g -> c -> d -> Shift -> ( -> n -> i -> t ->   -> a -> , -> n -> i -> t ->   -> b -> Shift -> { -> Enterx2 -> n -> t ->   -> i -> m -> a -> i -> n -> Shift -> ( -> Shift -> { -> Enterx2 -> r -> e -> t ->   -> 0 -> ; -> i -> n -> t ->  x2 -> t -> e -> m -> p -> = -> a -> Shift -> % -> b -> Enter -> ; -> a -> = -> b -> ; -> Enter -> b -> = -> t -> e -> ; -> Enter -> r -> e ->   -> a -> ; -> i -> t ->   -> n","#include<stdio.h>
int gcd(int a,int b {
   whit (b!=0a%b;
    a=b;
int b=te( ;
    re     b;
    ret    0;

    int a,b;
    scanf(""%d%d ,&a,&b ;
    int awn=g  (a,b ;
    pr    (""%d\n ,a   ;",8,5,3,0,持续输入,0,0.0,0.971,0,0,0,0,3,13,9,4,0,持续输入,0,0.0,1.025,0,0,0,0,7,13,9,4,0,持续输入,0,0.0,1.025,0,0,0,0,7,29,22,7,0,持续输入,2,46.23,1.423,0,0,0,3,21,113,98,15,0,持续输入,7,58.038,1.665,0,6,0,9,93,0.906,
