window_id,solution_id,event_index,window_end_time,my_label,reason,user_label,same_as_user
1090270-w005,1090270,630,2025-12-19T11:11:44.434500,0,代码已有较大进展且当前空闲，优先不打扰,0.0,True
1132940-w001,1132940,218,2025-12-23T22:27:27.826200,0,没有明确卡住证据，保守不打扰,0.0,True
1132940-w002,1132940,356,2025-12-23T22:31:28.632500,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1132940-w003,1132940,402,2025-12-23T22:35:29.438800,0,代码已有较大进展且当前空闲，优先不打扰,0.0,True
1132940-w004,1132940,456,2025-12-23T22:39:30.245100,0,长时间无文本输入，保守视为阅读/检查，不打扰,0.0,True
1132940-w005,1132940,456,2025-12-23T22:43:31.051400,0,长时间无文本输入，保守视为阅读/检查，不打扰,1.0,False
1248218-w001,1248218,6,2026-01-03T23:22:53.020400,-1,按键/代码证据过少或回放异常，跳过,-1.0,True
1248218-w002,1248218,36,2026-01-03T23:23:22.431250,-1,按键/代码证据过少或回放异常，跳过,-1.0,True
1248218-w003,1248218,36,2026-01-03T23:23:51.842100,-1,按键/代码证据过少或回放异常，跳过,-1.0,True
1248218-w004,1248218,36,2026-01-03T23:24:21.252950,-1,按键/代码证据过少或回放异常，跳过,-1.0,True
1248218-w005,1248218,45,2026-01-03T23:24:50.663800,-1,按键/代码证据过少或回放异常，跳过,-1.0,True
1055705-w001,1055705,321,2025-12-15T19:25:49.151400,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1055705-w002,1055705,547,2025-12-15T19:28:50.431625,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1055705-w003,1055705,756,2025-12-15T19:31:51.711850,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1055705-w004,1055705,778,2025-12-15T19:34:52.992075,0,最近仍在持续输入，不应因活动本身弹窗,1.0,False
1055705-w005,1055705,939,2025-12-15T19:37:54.272299999,0,近期仍有明显文本输入，没有明确卡住证据,0.0,True
1049954-w001,1049954,9,2025-12-15T11:22:53.458800,-1,按键/代码证据过少或回放异常，跳过,0.0,False
1049954-w002,1049954,154,2025-12-15T11:24:07.061875,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1049954-w003,1049954,216,2025-12-15T11:25:20.664950,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1049954-w004,1049954,258,2025-12-15T11:26:34.268025,0,没有明确卡住证据，保守不打扰,0.0,True
1049954-w005,1049954,345,2025-12-15T11:27:47.871100,-1,最近主要是快捷键/剪贴板操作，不足以判断需要弹窗,0.0,False
1272023-w001,1272023,422,2026-01-05T16:29:15.346200,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1272023-w002,1272023,483,2026-01-05T16:32:40.661625,0,长时间无文本输入，保守视为阅读/检查，不打扰,0.0,True
1272023-w003,1272023,488,2026-01-05T16:36:05.977049999,0,长时间无文本输入，保守视为阅读/检查，不打扰,1.0,False
1272023-w004,1272023,508,2026-01-05T16:39:31.292474999,0,长时间无文本输入，保守视为阅读/检查，不打扰,1.0,False
1272023-w005,1272023,508,2026-01-05T16:42:56.607899999,0,长时间无文本输入，保守视为阅读/检查，不打扰,1.0,False
1052340-w001,1052340,24,2025-12-15T16:50:20.375600,-1,按键/代码证据过少或回放异常，跳过,-1.0,True
1052340-w002,1052340,62,2025-12-15T16:51:51.216875,0,最近仍在持续输入，不应因活动本身弹窗,-1.0,False
1052340-w003,1052340,71,2025-12-15T16:53:22.058150,0,没有明确卡住证据，保守不打扰,-1.0,False
1052340-w004,1052340,79,2025-12-15T16:54:52.899425,-1,低活动可能是思考/阅读，证据不足,-1.0,True
1052340-w005,1052340,95,2025-12-15T16:56:23.740700,0,长时间无文本输入，保守视为阅读/检查，不打扰,-1.0,False
1259801-w001,1259801,94,2026-01-04T19:18:55.502800,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1259801-w002,1259801,151,2026-01-04T19:19:38.652375,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1259801-w003,1259801,184,2026-01-04T19:20:21.801950,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1259801-w004,1259801,205,2026-01-04T19:21:04.951524999,0,没有明确卡住证据，保守不打扰,1.0,False
1259801-w005,1259801,214,2026-01-04T19:21:48.101099999,0,没有明确卡住证据，保守不打扰,1.0,False
1251138-w001,1251138,123,2026-01-04T08:54:29.521200,0,近期仍有明显文本输入，没有明确卡住证据,0.0,True
1251138-w002,1251138,209,2026-01-04T08:55:47.927500,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1251138-w003,1251138,301,2026-01-04T08:57:06.333799999,0,没有明确卡住证据，保守不打扰,0.0,True
1251138-w004,1251138,310,2026-01-04T08:58:24.740100,-1,最近主要是快捷键/剪贴板操作，不足以判断需要弹窗,0.0,False
1251138-w005,1251138,318,2026-01-04T08:59:43.146400,-1,低活动可能是思考/阅读，证据不足,0.0,False
1429511-w001,1429511,230,2026-03-24T14:06:01.585800,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1429511-w002,1429511,445,2026-03-24T14:09:05.360125,0,代码已有较大进展且当前空闲，优先不打扰,0.0,True
1429511-w003,1429511,458,2026-03-24T14:12:09.134450,0,没有明确卡住证据，保守不打扰,0.0,True
1429511-w004,1429511,478,2026-03-24T14:15:12.908775,0,长时间无文本输入，保守视为阅读/检查，不打扰,0.0,True
1429511-w005,1429511,478,2026-03-24T14:18:16.683100,0,长时间无文本输入，保守视为阅读/检查，不打扰,0.0,True
1166905-w001,1166905,231,2025-12-26T11:16:46.296600,0,没有明确卡住证据，保守不打扰,0.0,True
1166905-w002,1166905,487,2025-12-26T11:21:42.178375,0,没有明确卡住证据，保守不打扰,0.0,True
1166905-w003,1166905,488,2025-12-26T11:26:38.060150,0,长时间无文本输入，保守视为阅读/检查，不打扰,1.0,False
1166905-w004,1166905,508,2025-12-26T11:31:33.941925,0,长时间无文本输入，保守视为阅读/检查，不打扰,1.0,False
1166905-w005,1166905,835,2025-12-26T11:36:29.823700,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1017474-w001,1017474,79,2025-12-10T08:48:16.067400,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1017474-w002,1017474,95,2025-12-10T08:49:47.886750,1,近期输入很少但仍在任务中，可能卡住，可考虑弹窗,0.0,False
1017474-w003,1017474,162,2025-12-10T08:51:19.706100,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1017474-w004,1017474,223,2025-12-10T08:52:51.525450,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1017474-w005,1017474,265,2025-12-10T08:54:23.344800,0,代码已有较大进展且当前空闲，优先不打扰,0.0,True
1326703-w001,1326703,61,2026-01-07T20:54:39.508200,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1326703-w002,1326703,77,2026-01-07T20:55:09.567250,0,近期仍有明显文本输入，没有明确卡住证据,0.0,True
1326703-w003,1326703,83,2026-01-07T20:55:39.626299999,0,没有明确卡住证据，保守不打扰,0.0,True
1326703-w004,1326703,106,2026-01-07T20:56:09.685349999,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1326703-w005,1326703,130,2026-01-07T20:56:39.744399999,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1380331-w001,1380331,57,2026-01-09T21:21:02.144400,-1,最近主要是快捷键/剪贴板操作，不足以判断需要弹窗,0.0,False
1380331-w002,1380331,58,2026-01-09T21:23:02.639250,0,长时间无文本输入，保守视为阅读/检查，不打扰,1.0,False
1380331-w003,1380331,80,2026-01-09T21:25:03.134100,0,近期仍有明显文本输入，没有明确卡住证据,0.0,True
1380331-w004,1380331,253,2026-01-09T21:27:03.628950,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1380331-w005,1380331,393,2026-01-09T21:29:04.123800,0,最近仍在持续输入，不应因活动本身弹窗,0.0,True
1070364-w001,1070364,144,2025-12-17T09:15:48.051000,0,近期仍有明显文本输入，没有明确卡住证据,0.0,True
1070364-w002,1070364,178,2025-12-17T09:17:37.743625,0,代码已有较大进展且当前空闲，优先不打扰,0.0,True
1070364-w003,1070364,178,2025-12-17T09:19:27.436250,0,长时间无文本输入，保守视为阅读/检查，不打扰,1.0,False
1070364-w004,1070364,288,2025-12-17T09:21:17.128875,0,没有明确卡住证据，保守不打扰,0.0,True
1070364-w005,1070364,290,2025-12-17T09:23:06.821500,0,长时间无文本输入，保守视为阅读/检查，不打扰,1.0,False
1271224-w001,1271224,143,2026-01-05T16:10:35.908200,1,近期输入很少但仍在任务中，可能卡住，可考虑弹窗,,False
1271224-w002,1271224,261,2026-01-05T16:14:03.069000,0,最近仍在持续输入，不应因活动本身弹窗,,False
1271224-w003,1271224,430,2026-01-05T16:17:30.229800,0,最近仍在持续输入，不应因活动本身弹窗,,False
1271224-w004,1271224,504,2026-01-05T16:20:57.390600,-1,最近主要是快捷键/剪贴板操作，不足以判断需要弹窗,,False
1271224-w005,1271224,530,2026-01-05T16:24:24.551400,0,没有明确卡住证据，保守不打扰,,False
1040795-w001,1040795,104,2025-12-13T18:50:47.103600,0,最近仍在持续输入，不应因活动本身弹窗,,False
1040795-w002,1040795,128,2025-12-13T18:52:22.265625,0,最近仍在持续输入，不应因活动本身弹窗,,False
1040795-w003,1040795,168,2025-12-13T18:53:57.427650,0,最近仍在持续输入，不应因活动本身弹窗,,False
1040795-w004,1040795,226,2025-12-13T18:55:32.589675,0,最近仍在持续输入，不应因活动本身弹窗,,False
1040795-w005,1040795,270,2025-12-13T18:57:07.751700,0,近期仍有明显文本输入，没有明确卡住证据,,False
1391662-w001,1391662,42,2026-01-10T10:29:13.079800,-1,按键/代码证据过少或回放异常，跳过,,False
1391662-w002,1391662,155,2026-01-10T10:32:16.227625,0,近期仍有明显文本输入，没有明确卡住证据,,False
1391662-w003,1391662,326,2026-01-10T10:35:19.375450,0,最近仍在持续输入，不应因活动本身弹窗,,False
1391662-w004,1391662,496,2026-01-10T10:38:22.523275,0,最近仍在持续输入，不应因活动本身弹窗,,False
1391662-w005,1391662,625,2026-01-10T10:41:25.671100,0,没有明确卡住证据，保守不打扰,,False
1215320-w001,1215320,16,2025-12-30T17:23:50.992400,-1,按键/代码证据过少或回放异常，跳过,,False
1215320-w002,1215320,20,2025-12-30T17:25:03.363125,-1,按键/代码证据过少或回放异常，跳过,,False
1215320-w003,1215320,20,2025-12-30T17:26:15.733850,-1,按键/代码证据过少或回放异常，跳过,,False
1215320-w004,1215320,20,2025-12-30T17:27:28.104575,-1,按键/代码证据过少或回放异常，跳过,,False
1215320-w005,1215320,20,2025-12-30T17:28:40.475300,-1,按键/代码证据过少或回放异常，跳过,,False
1440765-w001,1440765,22,2026-03-28T11:37:12.985600,-1,按键/代码证据过少或回放异常，跳过,,False
1440765-w002,1440765,98,2026-03-28T11:39:45.967625,0,最近仍在持续输入，不应因活动本身弹窗,,False
1440765-w003,1440765,236,2026-03-28T11:42:18.949650,0,近期仍有明显文本输入，没有明确卡住证据,,False
1440765-w004,1440765,258,2026-03-28T11:44:51.931675,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1440765-w005,1440765,264,2026-03-28T11:47:24.913700,0,没有明确卡住证据，保守不打扰,,False
1436269-w001,1436269,163,2026-03-26T13:39:31.209200,0,最近仍在持续输入，不应因活动本身弹窗,,False
1436269-w002,1436269,243,2026-03-26T13:40:26.417500,0,最近仍在持续输入，不应因活动本身弹窗,,False
1436269-w003,1436269,337,2026-03-26T13:41:21.625800,0,最近仍在持续输入，不应因活动本身弹窗,,False
1436269-w004,1436269,421,2026-03-26T13:42:16.834100,0,最近仍在持续输入，不应因活动本身弹窗,,False
1436269-w005,1436269,542,2026-03-26T13:43:12.042400,0,最近仍在持续输入，不应因活动本身弹窗,,False
1260897-w001,1260897,103,2026-01-04T19:43:14.404400,0,没有明确卡住证据，保守不打扰,,False
1260897-w002,1260897,181,2026-01-04T19:45:18.601375,0,最近仍在持续输入，不应因活动本身弹窗,,False
1260897-w003,1260897,204,2026-01-04T19:47:22.798350,0,没有明确卡住证据，保守不打扰,,False
1260897-w004,1260897,230,2026-01-04T19:49:26.995325,0,没有明确卡住证据，保守不打扰,,False
1260897-w005,1260897,281,2026-01-04T19:51:31.192300,0,没有明确卡住证据，保守不打扰,,False
1415836-w001,1415836,58,2026-02-20T11:48:20.540000,0,最近仍在持续输入，不应因活动本身弹窗,,False
1415836-w002,1415836,69,2026-02-20T11:48:30.947750,0,最近仍在持续输入，不应因活动本身弹窗,,False
1415836-w003,1415836,93,2026-02-20T11:48:41.355500,0,最近仍在持续输入，不应因活动本身弹窗,,False
1415836-w004,1415836,105,2026-02-20T11:48:51.763250,0,最近仍在持续输入，不应因活动本身弹窗,,False
1415836-w005,1415836,118,2026-02-20T11:49:02.171000,0,最近仍在持续输入，不应因活动本身弹窗,,False
1116414-w001,1116414,25,2025-12-22T16:40:25.891200,-1,按键/代码证据过少或回放异常，跳过,,False
1116414-w002,1116414,57,2025-12-22T16:41:13.550000,-1,按键/代码证据过少或回放异常，跳过,,False
1116414-w003,1116414,57,2025-12-22T16:42:01.208800,-1,按键/代码证据过少或回放异常，跳过,,False
1116414-w004,1116414,57,2025-12-22T16:42:48.867600,-1,按键/代码证据过少或回放异常，跳过,,False
1116414-w005,1116414,73,2025-12-22T16:43:36.526400,-1,按键/代码证据过少或回放异常，跳过,,False
1036007-w001,1036007,207,2025-12-12T10:00:01.891600,0,最近仍在持续输入，不应因活动本身弹窗,,False
1036007-w002,1036007,214,2025-12-12T10:02:16.336750,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1036007-w003,1036007,214,2025-12-12T10:04:30.781900,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1036007-w004,1036007,319,2025-12-12T10:06:45.227050,0,最近仍在持续输入，不应因活动本身弹窗,,False
1036007-w005,1036007,431,2025-12-12T10:08:59.672200,0,最近仍在持续输入，不应因活动本身弹窗,,False
1019177-w001,1019177,161,2025-12-10T10:08:42.780400,0,最近仍在持续输入，不应因活动本身弹窗,,False
1019177-w002,1019177,190,2025-12-10T10:12:04.049125,0,最近仍在持续输入，不应因活动本身弹窗,,False
1019177-w003,1019177,245,2025-12-10T10:15:25.317850,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1019177-w004,1019177,319,2025-12-10T10:18:46.586574999,0,最近仍在持续输入，不应因活动本身弹窗,,False
1019177-w005,1019177,488,2025-12-10T10:22:07.855299999,-1,低活动可能是思考/阅读，证据不足,,False
1142006-w001,1142006,81,2025-12-24T17:45:29.281400,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1142006-w002,1142006,157,2025-12-24T17:47:10.526250,0,最近仍在持续输入，不应因活动本身弹窗,,False
1142006-w003,1142006,221,2025-12-24T17:48:51.771100,0,最近仍在持续输入，不应因活动本身弹窗,,False
1142006-w004,1142006,391,2025-12-24T17:50:33.015950,0,最近仍在持续输入，不应因活动本身弹窗,,False
1142006-w005,1142006,450,2025-12-24T17:52:14.260800,-1,低活动可能是思考/阅读，证据不足,,False
1212504-w001,1212504,1,2025-12-30T14:44:39.827000,-1,按键/代码证据过少或回放异常，跳过,,False
1212504-w002,1212504,10,2025-12-30T14:47:35.916375,-1,按键/代码证据过少或回放异常，跳过,,False
1212504-w003,1212504,12,2025-12-30T14:50:32.005750,-1,按键/代码证据过少或回放异常，跳过,,False
1212504-w004,1212504,12,2025-12-30T14:53:28.095125,-1,按键/代码证据过少或回放异常，跳过,,False
1212504-w005,1212504,53,2025-12-30T14:56:24.184500,-1,按键/代码证据过少或回放异常，跳过,,False
1041521-w001,1041521,71,2025-12-13T20:16:00.762800,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1041521-w002,1041521,276,2025-12-13T20:19:13.813874999,0,近期仍有明显文本输入，没有明确卡住证据,,False
1041521-w003,1041521,522,2025-12-13T20:22:26.864949999,-1,最近主要是快捷键/剪贴板操作，不足以判断需要弹窗,,False
1041521-w004,1041521,529,2025-12-13T20:25:39.916025,0,最近仍在持续输入，不应因活动本身弹窗,,False
1041521-w005,1041521,681,2025-12-13T20:28:52.967099999,0,最近仍在持续输入，不应因活动本身弹窗,,False
1146055-w001,1146055,147,2025-12-25T10:10:42.911600,0,没有明确卡住证据，保守不打扰,,False
1146055-w002,1146055,239,2025-12-25T10:11:45.488625,0,最近仍在持续输入，不应因活动本身弹窗,,False
1146055-w003,1146055,249,2025-12-25T10:12:48.065650,0,没有明确卡住证据，保守不打扰,,False
1146055-w004,1146055,271,2025-12-25T10:13:50.642675,0,代码已有较大进展且当前空闲，优先不打扰,,False
1146055-w005,1146055,271,2025-12-25T10:14:53.219700,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1055076-w001,1055076,39,2025-12-15T19:20:51.665800,-1,按键/代码证据过少或回放异常，跳过,,False
1055076-w002,1055076,110,2025-12-15T19:22:23.059375,0,最近仍在持续输入，不应因活动本身弹窗,,False
1055076-w003,1055076,185,2025-12-15T19:23:54.452950,0,最近仍在持续输入，不应因活动本身弹窗,,False
1055076-w004,1055076,305,2025-12-15T19:25:25.846525,0,最近仍在持续输入，不应因活动本身弹窗,,False
1055076-w005,1055076,310,2025-12-15T19:26:57.240100,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1272188-w001,1272188,184,2026-01-05T16:36:35.553400,0,最近仍在持续输入，不应因活动本身弹窗,,False
1272188-w002,1272188,318,2026-01-05T16:39:09.053250,0,最近仍在持续输入，不应因活动本身弹窗,,False
1272188-w003,1272188,337,2026-01-05T16:41:42.553100,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1272188-w004,1272188,360,2026-01-05T16:44:16.052950,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1272188-w005,1272188,380,2026-01-05T16:46:49.552800,0,最近仍在持续输入，不应因活动本身弹窗,,False
1204075-w001,1204075,112,2025-12-29T20:31:27.234999999,0,最近仍在持续输入，不应因活动本身弹窗,,False
1204075-w002,1204075,135,2025-12-29T20:33:10.733500,1,近期输入很少但仍在任务中，可能卡住，可考虑弹窗,,False
1204075-w003,1204075,167,2025-12-29T20:34:54.232000,0,最近仍在持续输入，不应因活动本身弹窗,,False
1204075-w004,1204075,249,2025-12-29T20:36:37.730500,0,最近仍在持续输入，不应因活动本身弹窗,,False
1204075-w005,1204075,325,2025-12-29T20:38:21.229000,0,近期仍有明显文本输入，没有明确卡住证据,,False
1322502-w001,1322502,162,2026-01-07T19:10:12.139800,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1322502-w002,1322502,286,2026-01-07T19:13:13.180625,0,没有明确卡住证据，保守不打扰,,False
1322502-w003,1322502,294,2026-01-07T19:16:14.221450,0,长时间无文本输入，保守视为阅读/检查，不打扰,,False
1322502-w004,1322502,304,2026-01-07T19:19:15.262275,-1,最近主要是快捷键/剪贴板操作，不足以判断需要弹窗,,False
1322502-w005,1322502,550,2026-01-07T19:22:16.303100,0,最近仍在持续输入，不应因活动本身弹窗,,False
1461898-w001,1461898,59,2026-05-26T00:08:01.741999999,-1,按键/代码证据过少或回放异常，跳过,,False
1461898-w002,1461898,81,2026-05-26T00:09:42.552499999,-1,按键/代码证据过少或回放异常，跳过,,False
1461898-w003,1461898,150,2026-05-26T00:11:23.363000,0,最近仍在持续输入，不应因活动本身弹窗,,False
1461898-w004,1461898,202,2026-05-26T00:13:04.173499999,-1,最近主要是快捷键/剪贴板操作，不足以判断需要弹窗,,False
1461898-w005,1461898,232,2026-05-26T00:14:44.983999999,-1,最近主要是快捷键/剪贴板操作，不足以判断需要弹窗,,False
1262853-w001,1262853,156,2026-01-04T20:19:58.787200,-1,按键/代码证据过少或回放异常，跳过,,False
1262853-w002,1262853,156,2026-01-04T20:24:34.346750,-1,按键/代码证据过少或回放异常，跳过,,False
1262853-w003,1262853,157,2026-01-04T20:29:09.906299999,-1,按键/代码证据过少或回放异常，跳过,,False
1262853-w004,1262853,259,2026-01-04T20:33:45.465850,-1,按键/代码证据过少或回放异常，跳过,,False
1262853-w005,1262853,351,2026-01-04T20:38:21.025400,0,没有明确卡住证据，保守不打扰,,False
1095283-w001,1095283,152,2025-12-19T21:39:19.417200,0,最近仍在持续输入，不应因活动本身弹窗,,False
