window_id,solution_id,event_index,window_end_time,label
"1204075-w002",1204075,135,"2025-12-29T20:33:10.733500",1
"1204075-w003",1204075,167,"2025-12-29T20:34:54.232000",0
"1204075-w004",1204075,249,"2025-12-29T20:36:37.730500",0
"1204075-w005",1204075,325,"2025-12-29T20:38:21.229000",0
"1322502-w001",1322502,162,"2026-01-07T19:10:12.139800",1
"1322502-w002",1322502,286,"2026-01-07T19:13:13.180625",-1
"1322502-w003",1322502,294,"2026-01-07T19:16:14.221450",0
"1322502-w004",1322502,304,"2026-01-07T19:19:15.262275",0
"1322502-w005",1322502,550,"2026-01-07T19:22:16.303100",0
"1461898-w001",1461898,59,"2026-05-26T00:08:01.741999999",-1
"1461898-w002",1461898,81,"2026-05-26T00:09:42.552499999",-1
"1461898-w003",1461898,150,"2026-05-26T00:11:23.363000",-1
"1461898-w004",1461898,202,"2026-05-26T00:13:04.173499999",-1
"1461898-w005",1461898,232,"2026-05-26T00:14:44.983999999",-1
"1262853-w001",1262853,156,"2026-01-04T20:19:58.787200",1
"1262853-w002",1262853,156,"2026-01-04T20:24:34.346750",-1
"1262853-w003",1262853,157,"2026-01-04T20:29:09.906299999",-1
"1262853-w004",1262853,259,"2026-01-04T20:33:45.465850",-1
"1262853-w005",1262853,351,"2026-01-04T20:38:21.025400",0
"1095283-w001",1095283,152,"2025-12-19T21:39:19.417200",0
"1095283-w002",1095283,272,"2025-12-19T21:42:02.785999999",1
"1095283-w003",1095283,331,"2025-12-19T21:44:46.154800",0
"1095283-w004",1095283,442,"2025-12-19T21:47:29.523600",0
"1095283-w005",1095283,516,"2025-12-19T21:50:12.892399999",0
"1266095-w001",1266095,83,"2026-01-05T09:55:06.653600",0
"1266095-w002",1266095,106,"2026-01-05T09:55:47.491250",0
"1266095-w003",1266095,153,"2026-01-05T09:56:28.328900",0
"1266095-w004",1266095,195,"2026-01-05T09:57:09.166550",0
"1266095-w005",1266095,244,"2026-01-05T09:57:50.004200",0
"1257843-w001",1257843,57,"2026-01-04T17:20:56.166600",-1
"1257843-w002",1257843,112,"2026-01-04T17:22:18.147625",0
"1257843-w003",1257843,112,"2026-01-04T17:23:40.128650",1
"1257843-w004",1257843,141,"2026-01-04T17:25:02.109675",0
"1257843-w005",1257843,141,"2026-01-04T17:26:24.090700",0
"1128484-w001",1128484,10,"2025-12-23T18:24:11.854200",-1
"1128484-w002",1128484,15,"2025-12-23T18:26:17.295250",-1
"1128484-w003",1128484,15,"2025-12-23T18:28:22.736300",-1
"1128484-w004",1128484,15,"2025-12-23T18:30:28.177350",-1
"1128484-w005",1128484,18,"2025-12-23T18:32:33.618400",-1
"1169124-w001",1169124,108,"2025-12-26T15:06:33.623600",0
"1169124-w002",1169124,173,"2025-12-26T15:07:53.661250",0
"1169124-w003",1169124,233,"2025-12-26T15:09:13.698900",0
"1169124-w004",1169124,295,"2025-12-26T15:10:33.736550",0
"1169124-w005",1169124,319,"2025-12-26T15:11:53.774200",0
"1036995-w001",1036995,32,"2025-12-12T12:37:46.801200",-1
"1036995-w002",1036995,64,"2025-12-12T12:38:27.025125",0
"1036995-w003",1036995,81,"2025-12-12T12:39:07.249050",0
"1036995-w004",1036995,100,"2025-12-12T12:39:47.472975",0
"1036995-w005",1036995,126,"2025-12-12T12:40:27.696900",0
"1432485-w001",1432485,258,"2026-03-25T10:35:36.395600",0
"1432485-w002",1432485,601,"2026-03-25T10:39:09.708000",0
"1432485-w003",1432485,818,"2026-03-25T10:42:43.020400",1
"1432485-w004",1432485,824,"2026-03-25T10:46:16.332800",0
"1432485-w005",1432485,853,"2026-03-25T10:49:49.645200",1
"1461241-w001",1461241,0,"2026-05-20T13:18:54.679400",-1
"1461241-w002",1461241,0,"2026-05-20T13:24:00.678625",-1
"1461241-w003",1461241,0,"2026-05-20T13:29:06.677849999",-1
"1461241-w004",1461241,142,"2026-05-20T13:34:12.677075",-1
"1461241-w005",1461241,470,"2026-05-20T13:39:18.676300",0
"1101613-w001",1101613,130,"2025-12-20T17:01:10.256800",0
"1101613-w002",1101613,176,"2025-12-20T17:03:13.313124999",0
"1101613-w003",1101613,193,"2025-12-20T17:05:16.369449999",0
"1101613-w004",1101613,237,"2025-12-20T17:07:19.425774999",0
"1101613-w005",1101613,271,"2025-12-20T17:09:22.482100",0
"1378928-w001",1378928,97,"2026-01-09T20:59:30.899600",0
"1378928-w002",1378928,223,"2026-01-09T21:01:06.640000",0
"1378928-w003",1378928,855,"2026-01-09T21:02:42.380400",0
"1378928-w004",1378928,961,"2026-01-09T21:04:18.120799999",0
"1378928-w005",1378928,1032,"2026-01-09T21:05:53.861199999",0
"1154760-w001",1154760,132,"2025-12-25T16:10:14.133200",0
"1154760-w002",1154760,132,"2025-12-25T16:14:34.665500",0
"1154760-w003",1154760,188,"2025-12-25T16:18:55.197800",0
"1154760-w004",1154760,263,"2025-12-25T16:23:15.730099999",1
"1154760-w005",1154760,316,"2025-12-25T16:27:36.262400",0
"1095935-w001",1095935,12,"2025-12-19T22:57:16.670999999",-1
"1095935-w002",1095935,13,"2025-12-19T22:59:10.273125",-1
"1095935-w003",1095935,20,"2025-12-19T23:01:03.875250",-1
"1095935-w004",1095935,25,"2025-12-19T23:02:57.477375",-1
"1095935-w005",1095935,61,"2025-12-19T23:04:51.079500",0
"1328801-w001",1328801,165,"2026-01-07T22:09:39.500200",0
"1328801-w002",1328801,249,"2026-01-07T22:10:48.611375",0
"1328801-w003",1328801,291,"2026-01-07T22:11:57.722550",1
"1328801-w004",1328801,331,"2026-01-07T22:13:06.833725",0
"1328801-w005",1328801,334,"2026-01-07T22:14:15.944900",0
"1271708-w001",1271708,186,"2026-01-05T16:22:47.963600",0
"1271708-w002",1271708,452,"2026-01-05T16:25:58.744750",0
"1271708-w003",1271708,475,"2026-01-05T16:29:09.525900",0
"1271708-w004",1271708,626,"2026-01-05T16:32:20.307050",0
"1271708-w005",1271708,701,"2026-01-05T16:35:31.088200",0
"1171120-w001",1171120,138,"2025-12-26T19:50:00.569200",0
"1171120-w002",1171120,193,"2025-12-26T19:51:33.994000",0
"1171120-w003",1171120,221,"2025-12-26T19:53:07.418800",0
"1171120-w004",1171120,276,"2025-12-26T19:54:40.843600",-1
"1171120-w005",1171120,278,"2025-12-26T19:56:14.268400",0
"1395045-w001",1395045,44,"2026-01-10T11:45:09.677800",0
"1395045-w002",1395045,157,"2026-01-10T11:45:53.364625",0
"1395045-w003",1395045,180,"2026-01-10T11:46:37.051449999",0
"1395045-w004",1395045,220,"2026-01-10T11:47:20.738275",0
"1395045-w005",1395045,236,"2026-01-10T11:48:04.425100",0
"1135851-w001",1135851,299,"2025-12-24T08:43:50.049000",0
"1135851-w002",1135851,391,"2025-12-24T08:47:16.408125",0
"1135851-w003",1135851,471,"2025-12-24T08:50:42.767250",1
"1135851-w004",1135851,686,"2025-12-24T08:54:09.126375",0
"1135851-w005",1135851,899,"2025-12-24T08:57:35.485500",0
"1239234-w001",1239234,241,"2026-01-02T22:24:28.064000",0
"1239234-w002",1239234,355,"2026-01-02T22:27:44.885625",0
"1239234-w003",1239234,436,"2026-01-02T22:31:01.707250",1
"1239234-w004",1239234,491,"2026-01-02T22:34:18.528875",0
"1239234-w005",1239234,505,"2026-01-02T22:37:35.350500",0
"1025438-w001",1025438,114,"2025-12-11T14:03:17.473800",1
"1025438-w002",1025438,207,"2025-12-11T14:06:51.645625",0
"1025438-w003",1025438,350,"2025-12-11T14:10:25.817450",0
"1025438-w004",1025438,403,"2025-12-11T14:13:59.989274999",0
"1025438-w005",1025438,494,"2025-12-11T14:17:34.161100",0
"1142884-w001",1142884,91,"2025-12-24T19:34:24.192000",0
"1142884-w002",1142884,126,"2025-12-24T19:35:31.079625",0
"1142884-w003",1142884,173,"2025-12-24T19:36:37.967250",0
"1142884-w004",1142884,228,"2025-12-24T19:37:44.854874999",0
"1142884-w005",1142884,300,"2025-12-24T19:38:51.742500",0
"1010242-w001",1010242,69,"2025-12-08T22:07:08.401600",0
"1010242-w002",1010242,140,"2025-12-08T22:11:49.988500",0
"1010242-w003",1010242,140,"2025-12-08T22:16:31.575400",1
"1010242-w004",1010242,140,"2025-12-08T22:21:13.162300",0
"1010242-w005",1010242,388,"2025-12-08T22:25:54.749200",0
"1233058-w001",1233058,323,"2026-01-02T11:08:29.613400",1
"1233058-w002",1233058,428,"2026-01-02T11:12:25.708875",1
"1233058-w003",1233058,580,"2026-01-02T11:16:21.804350",0
"1233058-w004",1233058,694,"2026-01-02T11:20:17.899825",0
"1233058-w005",1233058,732,"2026-01-02T11:24:13.995300",0
"1286637-w001",1286637,55,"2026-01-06T09:57:12.515800",-1
"1286637-w002",1286637,57,"2026-01-06T10:01:48.870375",-1
"1286637-w003",1286637,57,"2026-01-06T10:06:25.224950",-1
"1286637-w004",1286637,57,"2026-01-06T10:11:01.579525",-1
"1286637-w005",1286637,57,"2026-01-06T10:15:37.934100",-1
"1169596-w001",1169596,168,"2025-12-26T16:25:50.698200",0
"1169596-w002",1169596,414,"2025-12-26T16:30:58.323875",0
"1169596-w003",1169596,674,"2025-12-26T16:36:05.949550",0
"1169596-w004",1169596,946,"2025-12-26T16:41:13.575225",0
"1169596-w005",1169596,983,"2025-12-26T16:46:21.200900",0
"1033371-w001",1033371,3,"2025-12-11T21:01:59.253600",-1
"1033371-w002",1033371,15,"2025-12-11T21:05:34.820000",-1
"1033371-w003",1033371,111,"2025-12-11T21:09:10.386400",0
"1033371-w004",1033371,146,"2025-12-11T21:12:45.952800",0
"1033371-w005",1033371,229,"2025-12-11T21:16:21.519200",-1
"1129597-w001",1129597,7,"2025-12-23T19:45:16.804000",-1
"1129597-w002",1129597,9,"2025-12-23T19:45:26.673100",-1
"1129597-w003",1129597,15,"2025-12-23T19:45:36.542200",-1
"1129597-w004",1129597,21,"2025-12-23T19:45:46.411299999",-1
"1129597-w005",1129597,25,"2025-12-23T19:45:56.280400",-1
"1409978-w001",1409978,14,"2026-01-22T21:50:16.395600",-1
"1409978-w002",1409978,14,"2026-01-22T21:52:22.490625",-1
"1409978-w003",1409978,14,"2026-01-22T21:54:28.585649999",-1
"1409978-w004",1409978,14,"2026-01-22T21:56:34.680675",-1
"1409978-w005",1409978,16,"2026-01-22T21:58:40.775700",-1
"1232626-w001",1232626,79,"2026-01-02T08:26:22.619800",-1
"1232626-w002",1232626,85,"2026-01-02T08:27:42.525500",-1
"1232626-w003",1232626,85,"2026-01-02T08:29:02.431200",-1
"1232626-w004",1232626,85,"2026-01-02T08:30:22.336900",-1
"1232626-w005",1232626,89,"2026-01-02T08:31:42.242600",-1
"1130708-w001",1130708,13,"2025-12-23T20:30:20.208000",-1
"1130708-w002",1130708,13,"2025-12-23T20:31:39.593249999",-1
"1130708-w003",1130708,13,"2025-12-23T20:32:58.978500",-1
"1130708-w004",1130708,44,"2025-12-23T20:34:18.363750",-1
"1130708-w005",1130708,120,"2025-12-23T20:35:37.749000",0
"1355214-w001",1355214,145,"2026-01-08T22:46:08.610000",0
"1355214-w002",1355214,327,"2026-01-08T22:49:00.983250",0
"1355214-w003",1355214,457,"2026-01-08T22:51:53.356500",0
"1355214-w004",1355214,521,"2026-01-08T22:54:45.729750",0
"1355214-w005",1355214,577,"2026-01-08T22:57:38.103000",0
"1282793-w001",1282793,216,"2026-01-05T22:17:00.330400",-1
"1282793-w002",1282793,353,"2026-01-05T22:20:23.393750",0
"1282793-w003",1282793,469,"2026-01-05T22:23:46.457100",0
"1282793-w004",1282793,586,"2026-01-05T22:27:09.520450",0
"1282793-w005",1282793,602,"2026-01-05T22:30:32.583800",0
"1326292-w001",1326292,103,"2026-01-07T20:31:27.861200",0
"1326292-w002",1326292,144,"2026-01-07T20:33:57.544125",0
"1326292-w003",1326292,172,"2026-01-07T20:36:27.227050",-1
"1326292-w004",1326292,184,"2026-01-07T20:38:56.909975",-1
"1326292-w005",1326292,198,"2026-01-07T20:41:26.592900",1
